OpenDate,FirstName,LastName,Gender,PreviousCancellations,YearsAsCustomer,CustomerApproved,AppointmentDate,AppointmentSlot,EngineerKey,TaskCategory,Maintenance,FixDescription,CustomerAge,PastVisits,Result
9/17/16,Felton,Oliphant,Male,0,0-1 Years,FALSE,9/16/16,08:00 AM - 10:00 AM,1234478,New Install,Premise maintenance with customer,N/A,70 to 80,0,0
9/12/16,Irving,Fitzhugh,Male,0,0-1 Years,FALSE,10/5/16,02:00 PM - 04:00 PM,1234481,New Install,Premise maintenance with customer,N/A,60 to 70,4,0
9/17/16,Pamala,Hellmann,Female,0,1-3 Years,TRUE,9/22/16,10:00 AM - 12:00 PM,1234485,New Install,Premise maintenance with customer,N/A,40 to 50,2,0
9/13/16,Natashia,Faivre,,0,1-3 Years,FALSE,9/30/16,08:00 AM - 10:00 AM,1234479,Break Fix,Premise maintenance with customer,Router no led,30 to 40,2,0
9/14/16,Ty,Strait,Male,1,3-5 Years,FALSE,9/28/16,12:00 PM - 02:00 PM,1234497,New Install,Premise maintenance with customer,N/A,70 to 80,2,1
9/14/16,Desirae,Baisden,Female,0,Over 5 Years,FALSE,9/29/16,04:00 PM - 06:00 PM,1234495,New Install,Premise maintenance with customer,N/A,30 to 40,3,0
9/15/16,Regenia,Gilchrest,,0,3-5 Years,FALSE,9/29/16,04:00 PM - 06:00 PM,1234489,Business SLA,Premise maintenance with customer,N/A,40 to 50,2,0
9/18/16,Elissa,Konkol,Female,0,1-3 Years,FALSE,9/27/16,,1234493,Break Fix,Premise maintenance with customer,TV box frozen,50 to 60,0,0
9/17/16,Burt,Alex,Male,2,1-3 Years,TRUE,9/26/16,04:00 PM - 06:00 PM,1234485,Disconnect,Premise maintenance with customer,N/A,30 to 40,1,0
9/12/16,Fredrick,Pendergrast,Male,1,0-1 Years,FALSE,9/28/16,12:00 PM - 02:00 PM,1234494,New Install,Premise maintenance with customer,N/A,50 to 60,2,0
9/18/16,Aurelia,Christen,Female,0,0-1 Years,TRUE,9/18/16,04:00 PM - 06:00 PM,1234486,Planned Maintenance,Premise maintenance with customer,N/A,60 to 70,1,0
9/18/16,Lamar,Funes,Male,1,3-5 Years,FALSE,9/29/16,08:00 AM - 10:00 AM,1234475,New Install,Premise maintenance with customer,N/A,40 to 50,1,0
9/17/16,Imelda,Phipps,Female,0,3-5 Years,FALSE,10/4/16,12:00 PM - 02:00 PM,1234478,New Install,Premise maintenance with customer,N/A,50 to 60,2,1
9/14/16,Roger,Allman,Male,0,1-3 Years,TRUE,10/1/16,12:00 PM - 02:00 PM,1234496,Disconnect,Premise maintenance with customer,N/A,60 to 70,1,0
9/16/16,Melvina,Prevo,,0,3-5 Years,FALSE,9/28/16,08:00 AM - 10:00 AM,1234489,Disconnect,Premise maintenance with customer,N/A,20 to 30,0,0
9/12/16,Wilmer,Meidinger,Male,0,0-1 Years,TRUE,9/28/16,08:00 AM - 10:00 AM,1234494,New Install,Premise maintenance with customer,N/A,30 to 40,0,0
9/18/16,Lucie,Lafrance,Female,0,1-3 Years,TRUE,9/23/16,02:00 PM - 04:00 PM,1234479,New Install,Premise maintenance with customer,N/A,40 to 50,0,0
9/18/16,Dodie,Dong,Female,2,1-3 Years,TRUE,9/28/16,,1234485,New Install,Premise maintenance with customer,N/A,50 to 60,0,0
9/16/16,William,Wille,Male,0,0-1 Years,FALSE,9/25/16,10:00 AM - 12:00 PM,1234485,New Install,Premise maintenance with customer,N/A,60 to 70,0,0
9/17/16,Leon,Demott,Male,0,1-3 Years,TRUE,9/24/16,12:00 PM - 02:00 PM,1234486,Break Fix,Premise maintenance with customer,TV box no power,40 to 50,0,0
9/15/16,Matthew,Devera,,0,3-5 Years,TRUE,9/23/16,08:00 AM - 10:00 AM,1234483,Break Fix,Premise maintenance with customer,TV box no power,50 to 60,0,0
9/13/16,Floria,Eisenstein,Female,0,0-1 Years,TRUE,9/24/16,12:00 PM - 02:00 PM,1234478,Business SLA,Premise maintenance with customer,N/A,70 to 80,3,1
9/16/16,Anibal,Sikorski,,0,1-3 Years,FALSE,9/23/16,04:00 PM - 06:00 PM,1234480,Planned Maintenance,Premise maintenance with customer,N/A,20 to 30,2,0
9/15/16,Rod,Board,Male,0,1-3 Years,FALSE,9/26/16,10:00 AM - 12:00 PM,1234493,New Install,Premise maintenance with customer,N/A,40 to 50,1,0
9/18/16,Ervin,Salazar,Male,1,0-1 Years,TRUE,10/2/16,08:00 AM - 10:00 AM,1234496,Break Fix,Premise maintenance with customer,Router no led,50 to 60,2,0
9/14/16,Dominick,Reyes,Male,1,3-5 Years,FALSE,10/2/16,02:00 PM - 04:00 PM,1234480,Disconnect,Premise maintenance with customer,N/A,70 to 80,0,1
9/17/16,Jonah,Bonanno,Male,0,0-1 Years,FALSE,9/19/16,02:00 PM - 04:00 PM,1234477,New Install,Premise maintenance with customer,N/A,60 to 70,0,0
9/16/16,Daryl,Tingley,Male,0,1-3 Years,FALSE,9/22/16,04:00 PM - 06:00 PM,1234476,Disconnect,Premise maintenance with customer,N/A,70 to 80,2,0
9/13/16,Normand,Kirwin,,0,1-3 Years,FALSE,9/28/16,08:00 AM - 10:00 AM,1234488,New Install,Premise maintenance with customer,N/A,70 to 80,0,0
9/15/16,Reinaldo,Madril,,0,0-1 Years,FALSE,9/26/16,02:00 PM - 04:00 PM,1234487,New Install,Premise maintenance with customer,N/A,20 to 30,2,0
9/16/16,Margarito,Novello,Male,0,3-5 Years,FALSE,9/22/16,,1234476,Planned Maintenance,Premise maintenance with customer,N/A,40 to 50,2,0
9/17/16,Leeanna,Mccuiston,Female,1,0-1 Years,FALSE,10/5/16,04:00 PM - 06:00 PM,1234490,Disconnect,Premise maintenance with customer,N/A,70 to 80,2,1
9/17/16,Roy,Elswick,,0,1-3 Years,TRUE,9/28/16,08:00 AM - 10:00 AM,1234478,Business SLA,Premise maintenance with customer,N/A,30 to 40,0,1
9/16/16,Nathanael,Morton,,0,1-3 Years,TRUE,9/22/16,12:00 PM - 02:00 PM,1234477,Break Fix,Premise maintenance with customer,Phone broken,50 to 60,0,0
9/18/16,Jasper,Munyon,Male,0,1-3 Years,FALSE,9/26/16,,1234483,Break Fix,Premise maintenance with customer,TV box no power,40 to 50,2,0
9/13/16,Marty,Surita,Male,0,3-5 Years,FALSE,9/25/16,02:00 PM - 04:00 PM,1234494,New Install,Premise maintenance with customer,N/A,60 to 70,0,0
9/15/16,Michale,Flippo,Male,0,1-3 Years,TRUE,10/1/16,08:00 AM - 10:00 AM,1234496,Break Fix,Premise maintenance with customer,TV box frozen,30 to 40,1,0
9/15/16,Cherry,Marburger,Female,0,3-5 Years,FALSE,9/21/16,02:00 PM - 04:00 PM,1234499,Break Fix,Premise maintenance with customer,Router no led,50 to 60,4,0
9/17/16,Trenton,Liller,Male,0,0-1 Years,TRUE,9/28/16,12:00 PM - 02:00 PM,1234475,New Install,Premise maintenance with customer,N/A,20 to 30,1,0
9/18/16,Cristine,Schauwecker,Female,0,0-1 Years,FALSE,9/24/16,,1234484,Business SLA,Premise maintenance with customer,N/A,40 to 50,0,0
9/14/16,Alpha,Mahoney,Female,0,0-1 Years,FALSE,9/19/16,02:00 PM - 04:00 PM,1234493,Break Fix,Premise maintenance with customer,Router no led,30 to 40,0,0
9/13/16,Samuel,Maloney,Male,0,1-3 Years,FALSE,9/28/16,,1234485,New Install,Premise maintenance with customer,N/A,50 to 60,3,0
9/14/16,Malcom,Munden,Male,0,0-1 Years,TRUE,9/25/16,,1234483,Business SLA,Premise maintenance with customer,N/A,40 to 50,0,0
9/18/16,Clifford,Traynor,Male,0,3-5 Years,FALSE,10/5/16,,1234494,Break Fix,Premise maintenance with customer,Phone no power,40 to 50,2,0
9/15/16,Lloyd,Carrales,Male,0,1-3 Years,FALSE,9/21/16,,1234477,New Install,Premise maintenance with customer,N/A,30 to 40,1,0
9/18/16,Danica,Villagomez,Female,3+,1-3 Years,FALSE,10/1/16,04:00 PM - 06:00 PM,1234485,New Install,Premise maintenance with customer,N/A,70 to 80,4,1
9/15/16,Venice,Rodriguez,Female,0,0-1 Years,FALSE,9/20/16,,1234477,Planned Maintenance,Premise maintenance with customer,N/A,40 to 50,2,0
9/18/16,Zack,Dizon,Male,2,0-1 Years,FALSE,9/30/16,10:00 AM - 12:00 PM,1234496,Break Fix,Premise maintenance with customer,Router no power,30 to 40,4,1
9/18/16,Casey,Frankum,Male,0,Over 5 Years,FALSE,9/30/16,10:00 AM - 12:00 PM,1234492,New Install,Premise maintenance with customer,N/A,70 to 80,3,1
9/17/16,Sybil,Snelson,,2,1-3 Years,FALSE,9/26/16,08:00 AM - 10:00 AM,1234483,New Install,Premise maintenance with customer,N/A,50 to 60,1,0
9/14/16,Bruce,Ellingwood,Male,1,3-5 Years,FALSE,9/29/16,02:00 PM - 04:00 PM,1234484,Break Fix,Premise maintenance with customer,Phone no power,40 to 50,0,0
9/16/16,Lindsay,Vescio,Male,0,1-3 Years,TRUE,9/18/16,12:00 PM - 02:00 PM,1234484,Break Fix,Premise maintenance with customer,TV box broken,30 to 40,2,0
9/18/16,Noe,Brugger,Male,0,Over 5 Years,FALSE,10/2/16,08:00 AM - 10:00 AM,1234495,Break Fix,Premise maintenance with customer,Router no led,60 to 70,3,0
9/17/16,Cornelius,Lamoureaux,Male,0,Over 5 Years,FALSE,9/16/16,02:00 PM - 04:00 PM,1234478,New Install,,N/A,30 to 40,2,0
9/15/16,Joe,Khouri,Male,1,0-1 Years,TRUE,9/16/16,08:00 AM - 10:00 AM,1234476,Disconnect,Premise maintenance with customer,N/A,40 to 50,0,0
9/15/16,Lina,Bachand,Female,0,1-3 Years,FALSE,9/23/16,10:00 AM - 12:00 PM,1234476,New Install,Premise maintenance with customer,N/A,70 to 80,0,0
9/17/16,Kendrick,Rabe,Male,2,1-3 Years,FALSE,9/30/16,02:00 PM - 04:00 PM,1234480,New Install,Premise maintenance with customer,N/A,70 to 80,0,1
9/14/16,Gabriele,Schimpf,Female,0,1-3 Years,FALSE,9/24/16,02:00 PM - 04:00 PM,1234479,Break Fix,Premise maintenance with customer,TV box no power,30 to 40,0,0
9/16/16,Bella,Massman,Female,0,3-5 Years,FALSE,9/29/16,10:00 AM - 12:00 PM,1234496,Planned Maintenance,Premise maintenance with customer,N/A,20 to 30,1,1
9/12/16,Tyler,Ekberg,Male,2,1-3 Years,FALSE,9/30/16,08:00 AM - 10:00 AM,1234489,Business SLA,Premise maintenance with customer,N/A,40 to 50,0,1
9/13/16,Robert,Galiano,Male,0,0-1 Years,FALSE,9/29/16,02:00 PM - 04:00 PM,1234494,Planned Maintenance,Premise maintenance with customer,N/A,50 to 60,2,0
9/14/16,Caitlin,Miele,Female,0,1-3 Years,FALSE,10/4/16,04:00 PM - 06:00 PM,1234479,New Install,Premise maintenance with customer,N/A,70 to 80,4,0
9/18/16,Tyler,Haddock,Male,0,1-3 Years,FALSE,9/22/16,,1234495,Disconnect,Premise maintenance with customer,N/A,70 to 80,1,0
9/16/16,Jerold,Meany,,0,0-1 Years,FALSE,10/1/16,02:00 PM - 04:00 PM,1234493,New Install,Premise maintenance with customer,N/A,40 to 50,4,0
9/17/16,Modesto,Mcmakin,Male,0,Over 5 Years,FALSE,9/25/16,,1234475,New Install,Premise maintenance with customer,N/A,40 to 50,1,0
9/15/16,Sheryll,Ota,Female,2,0-1 Years,FALSE,9/28/16,08:00 AM - 10:00 AM,1234491,New Install,Premise maintenance with customer,N/A,40 to 50,0,1
9/14/16,Xiomara,Casias,Female,0,1-3 Years,FALSE,9/19/16,12:00 PM - 02:00 PM,1234499,Planned Maintenance,Premise maintenance with customer,N/A,70 to 80,3,0
9/14/16,Chadwick,Schlagel,Male,0,1-3 Years,FALSE,9/30/16,08:00 AM - 10:00 AM,1234492,Break Fix,Premise maintenance with customer,TV box no power,50 to 60,4,1
9/15/16,Silvia,Timothy,Female,0,1-3 Years,FALSE,9/30/16,08:00 AM - 10:00 AM,1234475,Disconnect,Premise maintenance with customer,N/A,40 to 50,2,0
9/16/16,Darius,Eshelman,Male,0,0-1 Years,FALSE,9/29/16,12:00 PM - 02:00 PM,1234497,New Install,Premise maintenance with customer,N/A,40 to 50,2,0
9/15/16,Micah,Kilduff,Male,0,3-5 Years,FALSE,10/3/16,02:00 PM - 04:00 PM,1234488,Break Fix,Premise maintenance with customer,Router no power,50 to 60,4,0
9/17/16,Kanesha,Cantwell,,0,3-5 Years,FALSE,9/16/16,02:00 PM - 04:00 PM,1234489,New Install,Premise maintenance with customer,N/A,30 to 40,1,0
9/13/16,Domenic,Chittum,Male,1,Over 5 Years,FALSE,10/3/16,10:00 AM - 12:00 PM,1234487,New Install,Premise maintenance with customer,N/A,50 to 60,4,0
9/16/16,Monroe,Sampsel,Male,0,0-1 Years,FALSE,9/28/16,12:00 PM - 02:00 PM,1234485,New Install,Premise maintenance with customer,N/A,50 to 60,2,0
9/17/16,Roma,Huard,,0,1-3 Years,FALSE,9/15/16,04:00 PM - 06:00 PM,1234489,New Install,Premise maintenance with customer,N/A,40 to 50,0,0
9/14/16,Cathey,Hafley,,2,0-1 Years,TRUE,9/21/16,10:00 AM - 12:00 PM,1234499,Break Fix,Premise maintenance with customer,Router no power,20 to 30,1,0
9/12/16,Hiedi,Eskew,Female,1,0-1 Years,FALSE,10/1/16,,1234478,Disconnect,Premise maintenance with customer,N/A,40 to 50,0,1
9/12/16,Mabelle,Brazile,Female,0,1-3 Years,FALSE,9/25/16,02:00 PM - 04:00 PM,1234478,New Install,Premise maintenance with customer,N/A,70 to 80,2,0
9/17/16,Everett,Norville,Male,0,0-1 Years,FALSE,9/17/16,08:00 AM - 10:00 AM,1234485,New Install,Premise maintenance with customer,N/A,30 to 40,1,0
9/14/16,Cedric,Caple,,0,1-3 Years,FALSE,9/27/16,04:00 PM - 06:00 PM,1234495,New Install,Premise maintenance with customer,N/A,40 to 50,1,0
9/17/16,Chet,Rudasill,Male,0,Over 5 Years,FALSE,10/1/16,,1234495,New Install,Premise maintenance with customer,N/A,40 to 50,4,0
9/18/16,Sylvester,Bergerson,Male,1,1-3 Years,FALSE,9/29/16,,1234485,Break Fix,Premise maintenance with customer,Phone broken,70 to 80,3,1
9/12/16,Gaston,Hahn,Male,0,Over 5 Years,FALSE,9/22/16,,1234476,Break Fix,Premise maintenance with customer,Phone no power,50 to 60,1,0
9/14/16,Faustino,Demming,Male,1,3-5 Years,FALSE,10/2/16,04:00 PM - 06:00 PM,1234484,Disconnect,Premise maintenance with customer,N/A,20 to 30,0,0
9/15/16,Mohammad,Caso,Male,0,1-3 Years,FALSE,9/30/16,10:00 AM - 12:00 PM,1234479,Break Fix,Premise maintenance with customer,TV box broken,50 to 60,4,0
9/12/16,Eugenia,Chaves,Female,0,1-3 Years,FALSE,10/2/16,02:00 PM - 04:00 PM,1234477,Disconnect,Premise maintenance with customer,N/A,70 to 80,0,1
9/16/16,Gwyneth,Guthridge,Female,1,1-3 Years,TRUE,9/29/16,02:00 PM - 04:00 PM,1234486,Break Fix,Premise maintenance with customer,Phone broken,60 to 70,3,0
9/12/16,Vince,Deckman,Male,0,0-1 Years,FALSE,9/24/16,12:00 PM - 02:00 PM,1234483,New Install,Premise maintenance with customer,N/A,50 to 60,2,0
9/14/16,Irvin,Canova,Male,0,1-3 Years,FALSE,9/27/16,08:00 AM - 10:00 AM,1234492,Planned Maintenance,Premise maintenance with customer,N/A,20 to 30,0,1
9/15/16,Margie,Livingston,,1,3-5 Years,FALSE,9/30/16,10:00 AM - 12:00 PM,1234494,Break Fix,Premise maintenance with customer,TV box frozen,70 to 80,1,1
9/17/16,Beau,Eriksen,Male,0,1-3 Years,FALSE,9/24/16,02:00 PM - 04:00 PM,1234494,Break Fix,Premise maintenance with customer,Router no led,50 to 60,0,0
9/12/16,Jamie,Jerrell,Male,1,3-5 Years,TRUE,9/30/16,,1234484,New Install,Premise maintenance with customer,N/A,30 to 40,2,0
9/13/16,Tamatha,Warriner,,0,3-5 Years,TRUE,9/24/16,02:00 PM - 04:00 PM,1234475,Break Fix,Premise maintenance with customer,Router no led,30 to 40,0,0
9/13/16,Lawrence,Row,Male,0,3-5 Years,TRUE,9/30/16,02:00 PM - 04:00 PM,1234485,Break Fix,Premise maintenance with customer,TV box frozen,30 to 40,3,0
9/18/16,Agnus,Obando,Female,0,3-5 Years,FALSE,9/19/16,02:00 PM - 04:00 PM,1234480,Business SLA,Premise maintenance with customer,N/A,30 to 40,0,0
9/13/16,Marylouise,Grasty,Female,0,0-1 Years,FALSE,9/17/16,10:00 AM - 12:00 PM,1234496,Planned Maintenance,Premise maintenance with customer,N/A,50 to 60,1,0
9/16/16,Darci,Eppinger,Female,0,0-1 Years,FALSE,9/30/16,,1234495,Business SLA,Premise maintenance with customer,N/A,70 to 80,0,0
9/13/16,Flor,Schloss,Female,0,Over 5 Years,FALSE,9/22/16,,1234492,Break Fix,Premise maintenance with customer,Phone no power,40 to 50,0,0
9/13/16,Tegan,Tenny,,0,1-3 Years,FALSE,10/3/16,12:00 PM - 02:00 PM,1234481,Break Fix,Premise maintenance with customer,TV box smoke,40 to 50,4,0
9/15/16,Ouida,Leibowitz,Female,0,1-3 Years,TRUE,10/3/16,,1234491,Break Fix,Premise maintenance with customer,Router no led,40 to 50,2,0
9/14/16,Ellis,Dufault,Male,0,1-3 Years,FALSE,10/1/16,02:00 PM - 04:00 PM,1234479,New Install,Premise maintenance with customer,N/A,40 to 50,2,0
9/14/16,Jules,Fontes,,1,1-3 Years,FALSE,9/30/16,12:00 PM - 02:00 PM,1234498,New Install,Premise maintenance with customer,N/A,70 to 80,3,1
9/17/16,Eldon,Ratner,Male,1,3-5 Years,TRUE,10/3/16,,1234492,Break Fix,Premise maintenance with customer,Router no power,70 to 80,4,1
9/17/16,Elliot,Lillibridge,Male,0,1-3 Years,TRUE,9/22/16,08:00 AM - 10:00 AM,1234480,New Install,Premise maintenance with customer,N/A,60 to 70,1,0
9/17/16,Garnett,Overlock,Female,1,3-5 Years,FALSE,9/30/16,04:00 PM - 06:00 PM,1234485,Business SLA,Premise maintenance with customer,N/A,30 to 40,0,0
9/16/16,Jaclyn,Durant,,0,3-5 Years,FALSE,9/26/16,04:00 PM - 06:00 PM,1234487,Break Fix,Premise maintenance with customer,Router no led,30 to 40,0,0
9/14/16,Lonnie,Hinojosa,Male,0,1-3 Years,FALSE,9/29/16,12:00 PM - 02:00 PM,1234477,Break Fix,Premise maintenance with customer,TV box no power,60 to 70,2,1
9/18/16,Arron,Flett,Male,0,0-1 Years,TRUE,9/18/16,04:00 PM - 06:00 PM,1234493,New Install,Premise maintenance with customer,N/A,50 to 60,1,0
9/18/16,Colin,Klann,Male,1,Over 5 Years,FALSE,9/25/16,,1234494,Break Fix,Premise maintenance with customer,Phone no power,50 to 60,0,0
9/17/16,Josephina,Cuenca,Female,0,0-1 Years,FALSE,10/4/16,12:00 PM - 02:00 PM,1234479,New Install,Premise maintenance with customer,N/A,30 to 40,2,1
9/14/16,Lucinda,Bedell,Female,0,1-3 Years,FALSE,10/2/16,12:00 PM - 02:00 PM,1234490,Planned Maintenance,Premise maintenance with customer,N/A,30 to 40,4,1
9/17/16,Patty,Rossin,Female,1,0-1 Years,FALSE,9/29/16,,1234486,Planned Maintenance,Premise maintenance with customer,N/A,70 to 80,2,0
9/13/16,Erich,Partington,Male,0,0-1 Years,FALSE,9/19/16,,1234481,Planned Maintenance,Premise maintenance with customer,N/A,70 to 80,3,0
9/15/16,Katelynn,Archibald,Female,0,0-1 Years,TRUE,9/22/16,08:00 AM - 10:00 AM,1234477,Disconnect,Premise maintenance with customer,N/A,20 to 30,1,0
9/18/16,Vickie,Armour,Female,0,1-3 Years,FALSE,9/24/16,08:00 AM - 10:00 AM,1234483,Business SLA,Premise maintenance with customer,N/A,30 to 40,0,0
9/15/16,Shanika,Koh,Female,0,0-1 Years,FALSE,9/22/16,04:00 PM - 06:00 PM,1234494,New Install,Premise maintenance with customer,N/A,10 to 20,2,0
9/16/16,Jasmin,Obanion,Female,0,0-1 Years,TRUE,9/20/16,10:00 AM - 12:00 PM,1234495,Business SLA,Premise maintenance with customer,N/A,60 to 70,2,0
9/15/16,Carolann,Eggleton,Female,2,1-3 Years,FALSE,9/23/16,04:00 PM - 06:00 PM,1234488,Business SLA,Premise maintenance with customer,N/A,30 to 40,0,0
9/15/16,Rozella,Wilford,Female,0,1-3 Years,FALSE,9/26/16,,1234490,New Install,Premise maintenance with customer,N/A,70 to 80,1,1
9/12/16,Fidela,Wisener,,0,1-3 Years,TRUE,9/28/16,10:00 AM - 12:00 PM,1234490,New Install,Premise maintenance with customer,N/A,50 to 60,2,0
9/14/16,Lesley,Reys,Male,0,0-1 Years,TRUE,9/27/16,12:00 PM - 02:00 PM,1234478,Disconnect,Premise maintenance with customer,N/A,30 to 40,0,1
9/16/16,Titus,Atterberry,Male,0,3-5 Years,FALSE,9/21/16,,1234479,Planned Maintenance,Premise maintenance with customer,N/A,70 to 80,3,0
9/14/16,Edwin,Mace,Male,0,Over 5 Years,TRUE,9/18/16,04:00 PM - 06:00 PM,1234494,Business SLA,Premise maintenance with customer,N/A,30 to 40,1,0
9/13/16,Altagracia,Loaiza,,0,Over 5 Years,FALSE,9/24/16,08:00 AM - 10:00 AM,1234484,Break Fix,Premise maintenance with customer,Phone no power,60 to 70,1,0
9/12/16,Homer,Zwiebel,Male,1,3-5 Years,FALSE,9/27/16,12:00 PM - 02:00 PM,1234488,Break Fix,Premise maintenance with customer,Phone no power,50 to 60,2,0
9/16/16,Melvina,Clara,Female,0,1-3 Years,FALSE,10/2/16,,1234493,Break Fix,Premise maintenance with customer,TV box broken,70 to 80,4,1
9/18/16,Mack,Horstmann,Male,0,1-3 Years,FALSE,9/29/16,04:00 PM - 06:00 PM,1234489,Break Fix,Premise maintenance with customer,Router no wire,60 to 70,2,1
9/15/16,Tai,Sobotka,Female,0,Over 5 Years,FALSE,9/14/16,02:00 PM - 04:00 PM,1234480,New Install,Premise maintenance with customer,N/A,30 to 40,2,0
9/18/16,Ara,Metoyer,Female,0,0-1 Years,TRUE,9/25/16,12:00 PM - 02:00 PM,1234475,New Install,Premise maintenance with customer,N/A,70 to 80,1,0
9/13/16,Rupert,Arreguin,Male,0,1-3 Years,TRUE,9/29/16,04:00 PM - 06:00 PM,1234494,Disconnect,Premise maintenance with customer,N/A,60 to 70,4,0
9/17/16,Alfonzo,Moulder,Male,0,0-1 Years,FALSE,10/2/16,10:00 AM - 12:00 PM,1234485,Business SLA,Premise maintenance with customer,N/A,70 to 80,1,1
9/18/16,Joline,Stutler,Female,1,1-3 Years,TRUE,10/2/16,04:00 PM - 06:00 PM,1234490,Disconnect,Premise maintenance with customer,N/A,30 to 40,4,1
9/17/16,Drew,Sharon,Male,0,1-3 Years,FALSE,9/30/16,08:00 AM - 10:00 AM,1234492,New Install,Premise maintenance with customer,N/A,50 to 60,2,1
9/14/16,Corinna,Lamborn,Female,0,0-1 Years,FALSE,9/25/16,08:00 AM - 10:00 AM,1234477,Break Fix,Premise maintenance with customer,Router no led,50 to 60,0,0
9/15/16,Larry,Nunemaker,Male,1,1-3 Years,FALSE,10/1/16,12:00 PM - 02:00 PM,1234496,Break Fix,Premise maintenance with customer,TV box no led,30 to 40,4,1
9/17/16,Briana,Eddington,Female,1,1-3 Years,TRUE,10/2/16,,1234495,New Install,Premise maintenance with customer,N/A,60 to 70,2,0
9/12/16,Jina,Lillibridge,,1,1-3 Years,FALSE,9/15/16,04:00 PM - 06:00 PM,1234488,Break Fix,Premise maintenance with customer,Phone no power,30 to 40,2,0
9/14/16,Annis,Desimone,Female,0,0-1 Years,FALSE,9/18/16,12:00 PM - 02:00 PM,1234491,Business SLA,Premise maintenance with customer,N/A,20 to 30,1,0
9/18/16,Haywood,Rana,Male,0,3-5 Years,TRUE,9/28/16,02:00 PM - 04:00 PM,1234476,Break Fix,Premise maintenance with customer,Phone broken,30 to 40,0,0
9/13/16,Frankie,Skerrett,Male,0,Over 5 Years,TRUE,9/30/16,08:00 AM - 10:00 AM,1234477,Break Fix,Premise maintenance with customer,TV box no power,30 to 40,3,0
9/18/16,Edwin,Holaday,Male,0,1-3 Years,FALSE,9/30/16,12:00 PM - 02:00 PM,1234487,Break Fix,Premise maintenance with customer,Router no led,40 to 50,0,0
9/15/16,Candyce,Upright,Female,1,1-3 Years,FALSE,9/21/16,08:00 AM - 10:00 AM,1234485,Break Fix,Premise maintenance with customer,TV box no power,30 to 40,1,0
9/17/16,Leo,Grana,Male,0,3-5 Years,FALSE,10/5/16,10:00 AM - 12:00 PM,1234475,Disconnect,Premise maintenance with customer,N/A,70 to 80,0,0
9/12/16,Trula,Greenfield,Female,0,1-3 Years,FALSE,9/29/16,12:00 PM - 02:00 PM,1234494,New Install,Premise maintenance with customer,N/A,40 to 50,4,1
9/16/16,Vernice,Marotta,Female,1,3-5 Years,FALSE,10/3/16,08:00 AM - 10:00 AM,1234477,New Install,Premise maintenance with customer,N/A,30 to 40,0,1
9/18/16,Audra,Agar,Female,0,Over 5 Years,TRUE,9/24/16,,1234490,Break Fix,Premise maintenance with customer,TV box no remote,70 to 80,1,0
9/12/16,Concha,Kuiper,Female,2,0-1 Years,FALSE,9/30/16,08:00 AM - 10:00 AM,1234475,Business SLA,Premise maintenance with customer,N/A,60 to 70,0,0
9/17/16,Elvie,Helgren,,1,3-5 Years,TRUE,9/29/16,,1234481,New Install,Premise maintenance with customer,N/A,70 to 80,1,0
9/15/16,Fernando,Sedlacek,,0,0-1 Years,TRUE,9/18/16,10:00 AM - 12:00 PM,1234481,Disconnect,Premise maintenance with customer,N/A,20 to 30,1,0
9/16/16,Izola,Ramires,Female,0,1-3 Years,TRUE,9/17/16,,1234476,Business SLA,Premise maintenance with customer,N/A,30 to 40,2,0
9/12/16,Vern,Hoge,Male,1,3-5 Years,FALSE,10/2/16,04:00 PM - 06:00 PM,1234493,New Install,Premise maintenance with customer,N/A,50 to 60,1,0
9/16/16,Josphine,Guertin,Female,1,3-5 Years,TRUE,9/30/16,12:00 PM - 02:00 PM,1234495,Business SLA,Premise maintenance with customer,N/A,60 to 70,1,0
9/13/16,Nigel,Forbus,Male,0,1-3 Years,FALSE,10/2/16,04:00 PM - 06:00 PM,1234498,Break Fix,Premise maintenance with customer,Router no wire,30 to 40,4,0
9/15/16,Nguyet,Seamon,Female,0,1-3 Years,TRUE,9/26/16,,1234489,Business SLA,Premise maintenance with customer,N/A,70 to 80,0,0
9/13/16,Taylor,Rehbein,Male,0,0-1 Years,FALSE,10/4/16,08:00 AM - 10:00 AM,1234481,New Install,Premise maintenance with customer,N/A,60 to 70,0,0
9/16/16,Emilia,Vaillancourt,Female,0,1-3 Years,FALSE,9/24/16,02:00 PM - 04:00 PM,1234482,Break Fix,Premise maintenance with customer,Phone broken,50 to 60,1,0
9/14/16,Quinn,Wycoff,Male,0,1-3 Years,FALSE,9/30/16,12:00 PM - 02:00 PM,1234491,Break Fix,Premise maintenance with customer,Phone no power,50 to 60,1,1
9/15/16,Marty,Siddiqui,Male,0,1-3 Years,TRUE,9/26/16,04:00 PM - 06:00 PM,1234487,Disconnect,Premise maintenance with customer,N/A,70 to 80,0,0
9/13/16,Adalberto,Derry,Male,0,1-3 Years,TRUE,10/5/16,02:00 PM - 04:00 PM,1234481,Break Fix,Premise maintenance with customer,Router no power,70 to 80,3,0
9/16/16,Travis,Bosco,,0,1-3 Years,TRUE,10/1/16,08:00 AM - 10:00 AM,1234493,Disconnect,Premise maintenance with customer,N/A,50 to 60,4,0
9/16/16,Adam,Trawick,Male,0,0-1 Years,FALSE,10/2/16,10:00 AM - 12:00 PM,1234494,New Install,Premise maintenance with customer,N/A,70 to 80,1,1
